DLiP-ID,Canonical SMILES(RDKit),MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
C005G9,CCOC(=O)CSc1ccc(C(=O)c2[nH]c(Cl)c(Cl)c2-n2c(C(=O)c3ccc(SCC(=O)OCC)cc3O)cc(Cl)c2Cl)c(O)c1,746.474,8.615,11,3,147.92,13,4,Induced myeloid leukemia cell differentiation protein Mcl-1/Bcl-2-like protein 11,Active
C005GA,O=C(c1ccc(SCc2ccccc2)cc1O)c1[nH]c(Cl)c(Cl)c1-n1c(C(=O)c2ccc(SCc3ccccc3)cc2O)cc(Cl)c1Cl,754.544,11.783,7,3,95.32,11,6,Induced myeloid leukemia cell differentiation protein Mcl-1/Bcl-2-like protein 11,Active
C005GK,COc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)c3cccnc23)cc1,391.452,3.421,5,1,81.18,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GB,COc1ccc(CSc2ccc(C(=O)c3[nH]c(Cl)c(Cl)c3-n3c(C(=O)c4ccc(SCc5ccc(OC)cc5)cc4O)cc(Cl)c3Cl)c(O)c2)cc1,814.596,11.613,9,3,113.78,13,6,Induced myeloid leukemia cell differentiation protein Mcl-1/Bcl-2-like protein 11,Active
C001LQ,COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O,437.189,3.415,6,3,110.78,4,2,MENIN/MLL,Inactive
C005GC,CC(C)[C@@](O)(C[C@H]1C(=O)/C(=C(\O)[C@@H]2[C@H](C)C=C[C@@H]3CCCC[C@H]32)C(=O)N1C)C(=O)O,419.518,3.871,5,3,115.14,5,3,Catenin beta-1/Transcription factor 7,Active
C005GF,O=S(=O)(Nc1ccc(-c2ccccc2)c2cccnc12)c1cccnc1,361.426,3.506,4,1,71.95,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GG,O=S(=O)(Nc1ccc(-c2ccccc2)c2cccnc12)c1cccc(C(F)(F)F)c1,428.435,5.683,3,1,59.06,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GH,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)c3cccnc23)cc1,417.49,4.012,4,2,88.16,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GI,CS(=O)(=O)Nc1ccc(-c2cccnc2)c2cccnc12,299.355,2.053,4,1,71.95,3,3,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Inactive
T003EU,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CSCN2S(C)(=O)=O)C(=O)O)cc1,464.565,2.543,6,2,113.01,8,3,Integrins,Active
C005GL,O=S(=O)(Nc1ccc(-c2cccnc2)c2cccnc12)c1cccc(C(F)(F)F)c1,429.423,4.431,4,1,71.95,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GM,O=S(=O)(Nc1ccc(-c2cccnc2)c2cccnc12)c1cccnc1,362.414,2.254,5,1,84.84,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GN,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)c3cccnc23)cc1,418.478,2.76,5,2,101.05,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Inactive
C005GO,O=S(=O)(Nc1ccc(-c2ccncc2)c2cccnc12)C1CC1,325.393,2.368,4,1,71.95,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Inactive
C005GP,COc1ccc(S(=O)(=O)Nc2ccc(-c3ccncc3)c3cccnc23)cc1,391.452,3.421,5,1,81.18,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GQ,O=S(=O)(Nc1ccc(-c2ccncc2)c2cccnc12)c1cccnc1,362.414,2.254,5,1,84.84,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C001LS,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,293.707,0.399,7,7,148.07,5,1,MENIN/MLL,Inactive
C005GR,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(-c3ccncc3)c3cccnc23)cc1,418.478,2.76,5,2,101.05,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GS,Cc1ccc(S(=O)(=O)Nc2cc(Oc3cc(F)cc(F)c3)cc3cccnc23)cc1,426.444,5.058,4,1,68.29,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GT,COc1ccc(Oc2cc(NS(=O)(=O)c3ccc(C)cc3)c3ncccc3c2)cc1,420.49,4.651,5,1,77.52,6,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GU,Cc1ccc(S(=O)(=O)Nc2cc(Oc3cccc(C#N)c3)cc3cccnc23)cc1,415.474,4.459,5,1,92.08,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GV,CS(=O)(=O)Nc1ccc(-c2ccccc2)c2cccnc12,298.367,3.305,3,1,59.06,3,3,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GW,O=S(=O)(Nc1ccc(-c2ccccc2)c2cccnc12)C1CC1,324.405,3.62,3,1,59.06,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Inactive
C005GX,COc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)c3cccnc23)cc1,390.464,4.673,4,1,68.29,5,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
P0005F,Cc1[nH]c(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2c1C(=O)CCC2,410.495,4.042,4,2,88.26,5,4,Bromodomain/Histone,Active
C005GY,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)c3cccnc23)cc1,374.465,5.195,3,1,59.06,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005GZ,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccco3)c3cccnc23)cc1,364.426,3.895,4,1,72.2,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005H0,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)c3cccnc23)cc1,375.453,3.943,4,1,71.95,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005H1,Cc1ccc(S(=O)(=O)Nc2ccc(-c3ccsc3)c3cccnc23)cc1,380.494,4.55,4,1,59.06,4,4,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005H2,Cc1ccc(S(=O)(=O)Nc2ccc(-c3cc4ccccc4s3)c3cccnc23)cc1,430.554,5.595,4,1,59.06,4,5,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2,Active
C005HG,O=[N+]([O-])c1c(Nc2ccc(Cl)c(Cl)c2)ccc2nonc12,325.111,5.878,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005H3,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@@H](N)CCC(=O)O)C(=O)CCl,392.844,-1.911,6,7,200.49,13,0,UPAR/UPA,Active
T005WV,CCCCn1c(C)c(C(=O)NCCC(=O)O)s/c1=N\C(=O)c1ccc(C(=N)N)cc1,431.518,2.94,6,4,150.63,9,2,Integrins,Active
C005H4,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(-c2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)cc2)c1,588.664,5.225,4,5,140.39,11,5,UPAR/UPA,Active
C005H5,C#CCNCC(=O)N(CC(=O)N(CC(N)=O)CC(=O)NC(c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccc2ccccc2c1.Cl,672.182,3.005,7,3,143.3,15,4,UPAR/UPA,Active
C005H6,CC(C)C1=CC23CCC4C(C)(C(=O)[O-])CCCC4(C)C2CC1C(C(=O)[O-])C3C(=O)[O-].[Na+].[Na+].[Na+],484.476,3.171,6,0,120.39,4,5,Cellular tumor antigen p53/Replication protein A 70 kDa DNA-binding subunit,Inactive
C005H7,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCc2cccc3c2oc2c(cccc23)CCNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,1215.325,6.289,16,15,453.42,17,5,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Inactive
C005HK,O=[N+]([O-])c1c(Nc2cccc(Cl)c2)ccc2nonc12,290.666,5.256,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
T002B8,CC(=O)Nc1cc(C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C(=O)O)ccc1OCCCCNc1cc(C)ccn1,608.639,2.239,7,4,146.72,14,3,Integrins,Active
C005H8,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCc2cccc3c2oc2c(cccc23)CCNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,1015.087,5.085,13,12,374.99,14,5,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Inactive
C005H9,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CCc2cccc3c2oc2c(cccc23)CCNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC1=O,1015.087,5.085,13,12,374.99,14,5,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Active
C005HA,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CCc2cccc3c2oc2c(cccc23)CCNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC1=O,1215.325,6.289,16,15,453.42,17,5,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Inactive
T003EV,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@H]2CSCN2S(C)(=O)=O)C(=O)O)cc1,464.565,2.543,6,2,113.01,8,3,Integrins,Active
C005HB,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC1=O,1144.247,2.588,16,14,451.8,17,4,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Active
C005HL,O=[N+]([O-])c1c(NCc2ccc(F)cc2Cl)ccc2nonc12,322.683,5.561,6,1,94.09,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HC,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)CC)C(C)C)C(N)=O,1229.49,-5.193,19,19,545.03,44,0,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Inactive
C005HD,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,944.009,1.384,13,11,373.37,14,4,Lymphocyte function-associated antigen 3/T-cell surface antigen CD2,Inactive
P0005G,CC(=O)n1cc(-c2c(C)[nH][nH]c2=O)c2ccccc21,255.277,1.785,3,2,70.65,1,3,CREBBP/H4,Active
C005HE,Nc1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12,278.674,3.85,5,2,76.97,2,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Inactive
C005HF,Nc1nc2ccc(Nc3cc(F)cc(Cl)c3)c([N+](=O)[O-])c2[nH]1,321.699,4.595,5,3,109.87,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HI,CN(c1cc(F)cc(Cl)c1)c1ccc2nonc2c1[N+](=O)[O-],322.683,5.122,6,0,85.3,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HJ,O=[N+]([O-])c1c(NCc2ccccc2)ccc2nonc12,270.248,4.778,6,1,94.09,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HM,O=[N+]([O-])c1cc(Nc2ccc3nonc3c2[N+](=O)[O-])ccc1Cl,335.663,5.148,8,1,137.23,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HN,O=[N+]([O-])c1c(Nc2ccc(Cl)c(C(F)(F)F)c2)ccc2nonc12,358.663,6.181,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C001LT,Cl.O[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1,386.027,5.853,2,1,23.47,6,3,MENIN/MLL,Active
C005HP,O=[N+]([O-])c1c(Nc2cc(F)cc(Cl)c2)ccc2nn[nH]c12,307.672,4.802,5,2,96.74,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Inactive
C005HQ,O=[N+]([O-])c1c(NCc2cc(F)cc(Cl)c2)ccc2nonc12,322.683,5.561,6,1,94.09,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HR,O=[N+]([O-])c1c(NCc2cc(F)ccc2F)ccc2nonc12,306.228,5.1,6,1,94.09,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Inactive
C005HS,O=[N+]([O-])c1c(NCc2ccc(F)cc2C(F)(F)F)ccc2nonc12,356.235,5.864,6,1,94.09,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HT,O=[N+]([O-])c1c(Nc2cc(F)cc(F)c2)ccc2nonc12,292.201,4.956,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HU,O=[N+]([O-])c1c(Nc2cccc(C(F)(F)F)c2)ccc2nonc12,324.218,5.559,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HV,O=[N+]([O-])c1cccc(Nc2ccc3nonc3c2[N+](=O)[O-])c1,301.218,4.526,8,1,137.23,4,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005HZ,O=[N+]([O-])c1c(Nc2cc(F)cc(C(F)(F)F)c2)ccc2nonc12,342.208,5.72,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
C005I0,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)[C@@H](C)O)C(C)C,1686.054,-3.115,22,19,622.87,52,3,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
C005I1,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)O,831.069,0.790000000000001,10,10,270.18,26,2,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Inactive
C005I2,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N)C(C)C)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,2722.13899999999,-7.932,37,34,1049.32,80,6,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
P0008O,CC(=O)c1cc(-c2cccc3nccn23)c2cc(N3CCOCC3)ccn12,360.417,4.359,6,0,51.25,3,5,Bromodomain/Histone,Active
C005I3,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,1751.172,1.7,20,17,559.55,52,5,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
C005I4,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)C(C)C,1748.125,-1.404,22,19,622.87,53,4,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
C005I5,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C)C(C)C,1763.184,-1.348,22,20,637.45,58,3,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
T005WW,CCCCn1c(C)c(C(=O)NCCC(=O)O)s/c1=N\C(=O)c1ccc(C(=N)N)cc1,431.518,2.94,6,4,150.63,9,2,Integrins,Active
C005I6,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCSC)C(C)C)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O,1774.207,0.225999999999999,21,18,602.64,55,4,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
C005I7,CSCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C,1796.169,-0.614,22,19,622.87,54,5,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
C005I8,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CCSC)[C@@H](C)CC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)CC)C(C)C,1824.179,-1.298,22,19,639.94,54,5,Polymerase acidic protein /RNA-directed RNA polymerase catalytic subunit,Active
C005I9,CCOC(=O)[C@@]1(N)[C@@H](Sc2ccccc2)[C@@H]2C[C@@H](c3cccc(Nc4ccc(N)cc4)c3)[C@H]1C2,473.642,4.606,6,3,90.37,7,5,RAC1/TIAM1,Active
C005IA,CCCCCO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]6O[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6OS(=O)(=O)[O-])[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4OS(=O)(=O)[O-])[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NC(C)=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1904.326,-18.074,52,10,858.64,36,6,P-selectin/P-selectin glycoprotein ligand 1,Inactive
C005IB,NCCCCCO[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6OS(=O)(=O)[O-])[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4OS(=O)(=O)[O-])[C@H](O)[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1793.23,-19.461,50,14,866.45,34,6,P-selectin/P-selectin glycoprotein ligand 1,Inactive
C005IJ,C[C@](O)(CO)c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1,425.919,0.74,8,3,126.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005IC,CCCCCO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]6O[C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6OS(=O)(=O)[O-])[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H]4OS(=O)(=O)[O-])[C@H](O)[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1862.289,-17.996,51,11,852.57,35,6,P-selectin/P-selectin glycoprotein ligand 1,Inactive
T002GZ,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2C(=O)NCCCCC(=O)O)cc1,480.565,2.104,4,4,127.84,10,3,Integrins,Active
C005ID,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NC2CCCCC2)nc1)C(F)(F)F,521.565,4.298,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005IE,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccccc2)nc1)C(F)(F)F,515.517,4.036,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005IF,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NCc2ccccc2)nc1)C(F)(F)F,529.544,4.18,8,3,131.09,7,4,Glucokinase/Glucokinase regulatory protein,Active
C005IG,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccncc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005IH,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2cccnc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
T005WX,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)Nc1ncccc1OCc1ccccc1,398.806,4.097,5,2,106.39,6,3,Cyclophilins,Inactive
C005II,CC(O)(CO)c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1,425.919,0.74,8,3,126.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005IK,C[C@@](O)(CO)c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1,425.919,0.74,8,3,126.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005IL,Nc1ccc(S(=O)(=O)c2ccc(-c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3Cl)cc2)cn1,511.831,4.883,6,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
