DLiP-ID,Target Pref Name
C0049U,Tumour suppressor p53/oncoprotein Mdm2
C0049V,Tumour suppressor p53/oncoprotein Mdm2
C0049W,Tumour suppressor p53/oncoprotein Mdm2
C0049X,Tumour suppressor p53/oncoprotein Mdm2
C0049Y,Tumour suppressor p53/oncoprotein Mdm2
C0049Z,Tumour suppressor p53/oncoprotein Mdm2
C004A0,Tumour suppressor p53/oncoprotein Mdm2
C004A1,Tumour suppressor p53/oncoprotein Mdm2
C004A2,Tumour suppressor p53/oncoprotein Mdm2
C004A3,Tumour suppressor p53/oncoprotein Mdm2
C004A4,Tumour suppressor p53/oncoprotein Mdm2
C004A5,Tumour suppressor p53/oncoprotein Mdm2
C004A6,Tumour suppressor p53/oncoprotein Mdm2
C004A7,Tumour suppressor p53/oncoprotein Mdm2
C004A8,Tumour suppressor p53/oncoprotein Mdm2
C004A9,Tumour suppressor p53/oncoprotein Mdm2
C004AA,Tumour suppressor p53/oncoprotein Mdm2
C004AB,Tumour suppressor p53/oncoprotein Mdm2
C004AC,Tumour suppressor p53/oncoprotein Mdm2
C004AD,Tumour suppressor p53/oncoprotein Mdm2
C004AE,Tumour suppressor p53/oncoprotein Mdm2
C004AF,Tumour suppressor p53/oncoprotein Mdm2
C004AG,Tumour suppressor p53/oncoprotein Mdm2
T005I0,Integrins
C004RE,1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5
C004AH,Tumour suppressor p53/oncoprotein Mdm2
C004AI,Tumour suppressor p53/oncoprotein Mdm2
C004AJ,Tumour suppressor p53/oncoprotein Mdm2
C004AK,Tumour suppressor p53/oncoprotein Mdm2
C004AL,Tumour suppressor p53/oncoprotein Mdm2
C004AM,Tumour suppressor p53/oncoprotein Mdm2
C004AN,Tumour suppressor p53/oncoprotein Mdm2
C004AO,Tumour suppressor p53/oncoprotein Mdm2
C004AP,Tumour suppressor p53/oncoprotein Mdm2
C004AQ,Tumour suppressor p53/oncoprotein Mdm2
C004AR,Tumour suppressor p53/oncoprotein Mdm2
C004AS,Tumour suppressor p53/oncoprotein Mdm2
C004AT,Tumour suppressor p53/oncoprotein Mdm2
C004AU,Tumour suppressor p53/oncoprotein Mdm2
C004AV,Tumour suppressor p53/oncoprotein Mdm2
C004AW,Tumour suppressor p53/oncoprotein Mdm2
C004AX,Tumour suppressor p53/oncoprotein Mdm2
C004AY,Tumour suppressor p53/oncoprotein Mdm2
C004AZ,Tumour suppressor p53/oncoprotein Mdm2
C004B0,Tumour suppressor p53/oncoprotein Mdm2
C004B1,Tumour suppressor p53/oncoprotein Mdm2
C004B2,Tumour suppressor p53/oncoprotein Mdm2
C004B3,Tumour suppressor p53/oncoprotein Mdm2
C004B4,Tumour suppressor p53/oncoprotein Mdm2
C004B5,Tumour suppressor p53/oncoprotein Mdm2
C004B6,Tumour suppressor p53/oncoprotein Mdm2
C004B7,Tumour suppressor p53/oncoprotein Mdm2
C004B8,Tumour suppressor p53/oncoprotein Mdm2
C004B9,Tumour suppressor p53/oncoprotein Mdm2
C004BA,Tumour suppressor p53/oncoprotein Mdm2
C004BB,Tumour suppressor p53/oncoprotein Mdm2
C004BC,Tumour suppressor p53/oncoprotein Mdm2
C004BD,Tumour suppressor p53/oncoprotein Mdm2
C004BE,Tumour suppressor p53/oncoprotein Mdm2
C004BF,Tumour suppressor p53/oncoprotein Mdm2
C004BG,Tumour suppressor p53/oncoprotein Mdm2
C004BH,Tumour suppressor p53/oncoprotein Mdm2
C004BI,Tumour suppressor p53/oncoprotein Mdm2
C004BJ,Tumour suppressor p53/oncoprotein Mdm2
C004BK,Tumour suppressor p53/oncoprotein Mdm2
C004BL,Tumour suppressor p53/oncoprotein Mdm2
C004BM,Tumour suppressor p53/oncoprotein Mdm2
C004BU,Tumour suppressor p53/oncoprotein Mdm2
C004BN,Tumour suppressor p53/oncoprotein Mdm2
C004BO,Tumour suppressor p53/oncoprotein Mdm2
C004BP,Tumour suppressor p53/oncoprotein Mdm2
C004BQ,Tumour suppressor p53/oncoprotein Mdm2
C004BR,Tumour suppressor p53/oncoprotein Mdm2
C004BS,Tumour suppressor p53/oncoprotein Mdm2
C004BT,Tumour suppressor p53/oncoprotein Mdm2
C004BV,Tumour suppressor p53/oncoprotein Mdm2
C004BW,Tumour suppressor p53/oncoprotein Mdm2
C004BX,Tumour suppressor p53/oncoprotein Mdm2
C004BY,Tumour suppressor p53/oncoprotein Mdm2
C004BZ,Tumour suppressor p53/oncoprotein Mdm2
C004C0,Tumour suppressor p53/oncoprotein Mdm2
C004C1,Tumour suppressor p53/oncoprotein Mdm2
C004C2,Tumour suppressor p53/oncoprotein Mdm2
C004C3,Tumour suppressor p53/oncoprotein Mdm2
C004C4,Tumour suppressor p53/oncoprotein Mdm2
C004C5,Tumour suppressor p53/oncoprotein Mdm2
C004C6,Tumour suppressor p53/oncoprotein Mdm2
C004C7,Tumour suppressor p53/oncoprotein Mdm2
C004C8,Tumour suppressor p53/oncoprotein Mdm2
C004C9,Tumour suppressor p53/oncoprotein Mdm2
C004CA,Tumour suppressor p53/oncoprotein Mdm2
C004CB,Tumour suppressor p53/oncoprotein Mdm2
C004CC,Tumour suppressor p53/oncoprotein Mdm2
C004CD,Tumour suppressor p53/oncoprotein Mdm2
C004CE,Tumour suppressor p53/oncoprotein Mdm2
C004CF,Tumour suppressor p53/oncoprotein Mdm2
C004CG,Tumour suppressor p53/oncoprotein Mdm2
C004CH,Tumour suppressor p53/oncoprotein Mdm2
C004CI,Tumour suppressor p53/oncoprotein Mdm2
C004CJ,Tumour suppressor p53/oncoprotein Mdm2
C004CK,Tumour suppressor p53/oncoprotein Mdm2
C004CL,Tumour suppressor p53/oncoprotein Mdm2
C004CM,Tumour suppressor p53/oncoprotein Mdm2
C004CN,Tumour suppressor p53/oncoprotein Mdm2
C004CO,Tumour suppressor p53/oncoprotein Mdm2
C004CP,Tumour suppressor p53/oncoprotein Mdm2
C004CQ,Tumour suppressor p53/oncoprotein Mdm2
C004CR,Tumour suppressor p53/oncoprotein Mdm2
C004CS,Tumour suppressor p53/oncoprotein Mdm2
C004CT,Tumour suppressor p53/oncoprotein Mdm2
C004CU,Tumour suppressor p53/oncoprotein Mdm2
C004CV,Tumour suppressor p53/oncoprotein Mdm2
C004CW,Tumour suppressor p53/oncoprotein Mdm2
C004CX,Tumour suppressor p53/oncoprotein Mdm2
C004CY,Tumour suppressor p53/oncoprotein Mdm2
C004CZ,Tumour suppressor p53/oncoprotein Mdm2
C004D0,Tumour suppressor p53/oncoprotein Mdm2
C004D1,Tumour suppressor p53/oncoprotein Mdm2
C004D2,Tumour suppressor p53/oncoprotein Mdm2
C004D3,Tumour suppressor p53/oncoprotein Mdm2
C004D4,Tumour suppressor p53/oncoprotein Mdm2
C004D5,Tumour suppressor p53/oncoprotein Mdm2
C004D6,Tumour suppressor p53/oncoprotein Mdm2
C004D7,Tumour suppressor p53/oncoprotein Mdm2
C004D8,Tumour suppressor p53/oncoprotein Mdm2
C004D9,Tumour suppressor p53/oncoprotein Mdm2
C004DA,Tumour suppressor p53/oncoprotein Mdm2
C004DB,Tumour suppressor p53/oncoprotein Mdm2
C004DC,Tumour suppressor p53/oncoprotein Mdm2
C004DD,Tumour suppressor p53/oncoprotein Mdm2
C004DE,Tumour suppressor p53/oncoprotein Mdm2
C004DF,Tumour suppressor p53/oncoprotein Mdm2
C004DG,Tumour suppressor p53/oncoprotein Mdm2
C004DH,Tumour suppressor p53/oncoprotein Mdm2
C004DI,Tumour suppressor p53/oncoprotein Mdm2
C004DJ,Tumour suppressor p53/oncoprotein Mdm2
C004DK,Tumour suppressor p53/oncoprotein Mdm2
C004DL,Tumour suppressor p53/oncoprotein Mdm2
C004DM,Tumour suppressor p53/oncoprotein Mdm2
C004DN,Tumour suppressor p53/oncoprotein Mdm2
C004DO,Tumour suppressor p53/oncoprotein Mdm2
T006ZW,Bcl-2 and Bcl-XL with BAX; BAK and BID
C004DP,Tumour suppressor p53/oncoprotein Mdm2
C004DQ,Tumour suppressor p53/oncoprotein Mdm2
C004DR,Tumour suppressor p53/oncoprotein Mdm2
C004DS,Tumour suppressor p53/oncoprotein Mdm2
C004DT,Tumour suppressor p53/oncoprotein Mdm2
C004DU,Tumour suppressor p53/oncoprotein Mdm2
C004DV,Tumour suppressor p53/oncoprotein Mdm2
C004DW,Tumour suppressor p53/oncoprotein Mdm2
C004DX,Tumour suppressor p53/oncoprotein Mdm2
C004DY,Tumour suppressor p53/oncoprotein Mdm2
C004DZ,Tumour suppressor p53/oncoprotein Mdm2
C004E0,Tumour suppressor p53/oncoprotein Mdm2
C004E1,Tumour suppressor p53/oncoprotein Mdm2
C004E2,Tumour suppressor p53/oncoprotein Mdm2
C004E3,Tumour suppressor p53/oncoprotein Mdm2
C004E4,Tumour suppressor p53/oncoprotein Mdm2
C004E5,Tumour suppressor p53/oncoprotein Mdm2
C004E6,Tumour suppressor p53/oncoprotein Mdm2
C004E7,Tumour suppressor p53/oncoprotein Mdm2
C004E8,Tumour suppressor p53/oncoprotein Mdm2
C004E9,Tumour suppressor p53/oncoprotein Mdm2
C004EA,Tumour suppressor p53/oncoprotein Mdm2
C004EB,Tumour suppressor p53/oncoprotein Mdm2
C004EC,Tumour suppressor p53/oncoprotein Mdm2
C004ED,Tumour suppressor p53/oncoprotein Mdm2
C004EE,Tumour suppressor p53/oncoprotein Mdm2
C004EF,Tumour suppressor p53/oncoprotein Mdm2
C004EG,Tumour suppressor p53/oncoprotein Mdm2
C004EH,Tumour suppressor p53/oncoprotein Mdm2
C004EI,Tumour suppressor p53/oncoprotein Mdm2
C004EJ,Tumour suppressor p53/oncoprotein Mdm2
C004EK,Tumour suppressor p53/oncoprotein Mdm2
C004EL,Tumour suppressor p53/oncoprotein Mdm2
C001K2,Menin/Histone-lysine N-methyltransferase MLL
C004EM,Tumour suppressor p53/oncoprotein Mdm2
C004EN,Tumour suppressor p53/oncoprotein Mdm2
C004EO,Tumour suppressor p53/oncoprotein Mdm2
C004EP,Tumour suppressor p53/oncoprotein Mdm2
C004EQ,Tumour suppressor p53/oncoprotein Mdm2
C001K3,Menin/Histone-lysine N-methyltransferase MLL
C004ER,Tumour suppressor p53/oncoprotein Mdm2
C004ES,Tumour suppressor p53/oncoprotein Mdm2
C004ET,Tumour suppressor p53/oncoprotein Mdm2
C004EU,Tumour suppressor p53/oncoprotein Mdm2
C004EV,Tumour suppressor p53/oncoprotein Mdm2
T003B7,FKBP1A/FK506
C004EW,Tumour suppressor p53/oncoprotein Mdm2
C004EX,Tumour suppressor p53/oncoprotein Mdm2
C004EY,Tumour suppressor p53/oncoprotein Mdm2
C004EZ,Tumour suppressor p53/oncoprotein Mdm2
C004F0,Tumour suppressor p53/oncoprotein Mdm2
C000DA,Menin/Histone-lysine N-methyltransferase MLL
C000X8,Menin/Histone-lysine N-methyltransferase MLL
C004F1,Tumour suppressor p53/oncoprotein Mdm2
C004F2,Tumour suppressor p53/oncoprotein Mdm2
C004F3,Tumour suppressor p53/oncoprotein Mdm2
C004F4,Tumour suppressor p53/oncoprotein Mdm2
C004F5,Tumour suppressor p53/oncoprotein Mdm2
C004RF,1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5
C004F6,Tumour suppressor p53/oncoprotein Mdm2
C004F7,Tumour suppressor p53/oncoprotein Mdm2
C004F8,Tumour suppressor p53/oncoprotein Mdm2
C004F9,Tumour suppressor p53/oncoprotein Mdm2
C004FA,Tumour suppressor p53/oncoprotein Mdm2
C000DC,Menin/Histone-lysine N-methyltransferase MLL
C004FB,Tumour suppressor p53/oncoprotein Mdm2
C004FC,Tumour suppressor p53/oncoprotein Mdm2
C004FD,Tumour suppressor p53/oncoprotein Mdm2
C004FE,Tumour suppressor p53/oncoprotein Mdm2
C004FF,Tumour suppressor p53/oncoprotein Mdm2
C000DD,Menin/Histone-lysine N-methyltransferase MLL
C004FG,Tumour suppressor p53/oncoprotein Mdm2
C004FH,Tumour suppressor p53/oncoprotein Mdm2
C004FI,Tumour suppressor p53/oncoprotein Mdm2
C004FJ,Tumour suppressor p53/oncoprotein Mdm2
C004FK,Tumour suppressor p53/oncoprotein Mdm2
C000DE,Menin/Histone-lysine N-methyltransferase MLL
C004FL,Tumour suppressor p53/oncoprotein Mdm2
C004FM,Tumour suppressor p53/oncoprotein Mdm2
C004FN,Tumour suppressor p53/oncoprotein Mdm2
C004V7,Keap1/Nrf2
C004FO,Tumour suppressor p53/oncoprotein Mdm2
C004FP,Tumour suppressor p53/oncoprotein Mdm2
C004FQ,Tumour suppressor p53/oncoprotein Mdm2
C004FR,Tumour suppressor p53/oncoprotein Mdm2
C004FS,Tumour suppressor p53/oncoprotein Mdm2
C004FT,Tumour suppressor p53/oncoprotein Mdm2
C004FU,Tumour suppressor p53/oncoprotein Mdm2
C004FV,Tumour suppressor p53/oncoprotein Mdm2
C004FW,Tumour suppressor p53/oncoprotein Mdm2
C004FX,Tumour suppressor p53/oncoprotein Mdm2
C004FY,Tumour suppressor p53/oncoprotein Mdm2
C004FZ,Tumour suppressor p53/oncoprotein Mdm2
C004G0,Tumour suppressor p53/oncoprotein Mdm2
C004G1,Tumour suppressor p53/oncoprotein Mdm2
C004G2,Tumour suppressor p53/oncoprotein Mdm2
C004G3,Tumour suppressor p53/oncoprotein Mdm2
C000DF,Menin/Histone-lysine N-methyltransferase MLL
C004G4,Tumour suppressor p53/oncoprotein Mdm2
C004G5,Tumour suppressor p53/oncoprotein Mdm2
C004G6,Tumour suppressor p53/oncoprotein Mdm2
C004G7,Tumour suppressor p53/oncoprotein Mdm2
C004S9,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3
C004G8,Tumour suppressor p53/oncoprotein Mdm2
C004RW,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
C004G9,Tumour suppressor p53/oncoprotein Mdm2
C004GA,Tumour suppressor p53/oncoprotein Mdm2
C004GB,Tumour suppressor p53/oncoprotein Mdm2
C004GC,Tumour suppressor p53/oncoprotein Mdm2
C004GD,Tumour suppressor p53/oncoprotein Mdm2
C004SX,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3
C004GE,Tumour suppressor p53/oncoprotein Mdm2
C004GF,Tumour suppressor p53/oncoprotein Mdm2
C004GG,Tumour suppressor p53/oncoprotein Mdm2
C004GH,Tumour suppressor p53/oncoprotein Mdm2
C004GI,Tumour suppressor p53/oncoprotein Mdm2
C004GJ,Tumour suppressor p53/oncoprotein Mdm2
C004GK,Tumour suppressor p53/oncoprotein Mdm2
C004GL,Tumour suppressor p53/oncoprotein Mdm2
C004GM,Tumour suppressor p53/oncoprotein Mdm2
C004GN,Tumour suppressor p53/oncoprotein Mdm2
T003SF,p53/MDM2
C004GO,Tumour suppressor p53/oncoprotein Mdm2
C004GP,Tumour suppressor p53/oncoprotein Mdm2
C004GQ,Tumour suppressor p53/oncoprotein Mdm2
C004GR,Tumour suppressor p53/oncoprotein Mdm2
C004GS,Tumour suppressor p53/oncoprotein Mdm2
T007Y6,Integrins
C004GT,Tumour suppressor p53/oncoprotein Mdm2
C004GU,Tumour suppressor p53/oncoprotein Mdm2
C004GV,Tumour suppressor p53/oncoprotein Mdm2
C004GW,Tumour suppressor p53/oncoprotein Mdm2
C004GX,Tumour suppressor p53/oncoprotein Mdm2
C004GY,Tumour suppressor p53/oncoprotein Mdm2
C004GZ,Tumour suppressor p53/oncoprotein Mdm2
C004H0,Tumour suppressor p53/oncoprotein Mdm2
C004H1,Tumour suppressor p53/oncoprotein Mdm2
C004H2,Tumour suppressor p53/oncoprotein Mdm2
C004H3,Tumour suppressor p53/oncoprotein Mdm2
C004H4,Tumour suppressor p53/oncoprotein Mdm2
C000DG,Menin/Histone-lysine N-methyltransferase MLL
C004RZ,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
C004H5,Tumour suppressor p53/oncoprotein Mdm2
C004H6,Tumour suppressor p53/oncoprotein Mdm2
C004H7,Tumour suppressor p53/oncoprotein Mdm2
C004H8,Tumour suppressor p53/oncoprotein Mdm2
C004IN,Tumour suppressor p53/oncoprotein Mdm2
C004H9,Tumour suppressor p53/oncoprotein Mdm2
C000DH,Menin/Histone-lysine N-methyltransferase MLL
C004HA,Tumour suppressor p53/oncoprotein Mdm2
C004HB,Tumour suppressor p53/oncoprotein Mdm2
C004HC,Tumour suppressor p53/oncoprotein Mdm2
C004HD,Tumour suppressor p53/oncoprotein Mdm2
C004HE,Tumour suppressor p53/oncoprotein Mdm2
C004HF,Tumour suppressor p53/oncoprotein Mdm2
C000DI,Menin/Histone-lysine N-methyltransferase MLL
C004HG,Tumour suppressor p53/oncoprotein Mdm2
C004S0,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
C004HH,Tumour suppressor p53/oncoprotein Mdm2
C004HI,Tumour suppressor p53/oncoprotein Mdm2
C004HJ,Tumour suppressor p53/oncoprotein Mdm2
C004HK,Tumour suppressor p53/oncoprotein Mdm2
C004HL,Tumour suppressor p53/oncoprotein Mdm2
C004HM,Tumour suppressor p53/oncoprotein Mdm2
C004HN,Tumour suppressor p53/oncoprotein Mdm2
C004HO,Tumour suppressor p53/oncoprotein Mdm2
C004HP,Tumour suppressor p53/oncoprotein Mdm2
C004HQ,Tumour suppressor p53/oncoprotein Mdm2
C004HR,Tumour suppressor p53/oncoprotein Mdm2
C004HS,Tumour suppressor p53/oncoprotein Mdm2
C004HT,Tumour suppressor p53/oncoprotein Mdm2
C004HU,Tumour suppressor p53/oncoprotein Mdm2
C004HV,Tumour suppressor p53/oncoprotein Mdm2
C004HW,Tumour suppressor p53/oncoprotein Mdm2
C004HX,Tumour suppressor p53/oncoprotein Mdm2
C000DL,Menin/Histone-lysine N-methyltransferase MLL
C000F1,Menin/Histone-lysine N-methyltransferase MLL
C004HY,Tumour suppressor p53/oncoprotein Mdm2
C004HZ,Tumour suppressor p53/oncoprotein Mdm2
C004I0,Tumour suppressor p53/oncoprotein Mdm2
C004I1,Tumour suppressor p53/oncoprotein Mdm2
C004I2,Tumour suppressor p53/oncoprotein Mdm2
C000DM,Menin/Histone-lysine N-methyltransferase MLL
C004I3,Tumour suppressor p53/oncoprotein Mdm2
C004I4,Tumour suppressor p53/oncoprotein Mdm2
C004I5,Tumour suppressor p53/oncoprotein Mdm2
C004I6,Tumour suppressor p53/oncoprotein Mdm2
C004I7,Tumour suppressor p53/oncoprotein Mdm2
C000DN,Menin/Histone-lysine N-methyltransferase MLL
C004I8,Tumour suppressor p53/oncoprotein Mdm2
C004I9,Tumour suppressor p53/oncoprotein Mdm2
C004IA,Tumour suppressor p53/oncoprotein Mdm2
C004IB,Tumour suppressor p53/oncoprotein Mdm2
C004IC,Tumour suppressor p53/oncoprotein Mdm2
C004ID,Tumour suppressor p53/oncoprotein Mdm2
C004IE,Tumour suppressor p53/oncoprotein Mdm2
C004IF,Tumour suppressor p53/oncoprotein Mdm2
C004IG,Tumour suppressor p53/oncoprotein Mdm2
C004IH,Tumour suppressor p53/oncoprotein Mdm2
C004II,Tumour suppressor p53/oncoprotein Mdm2
T002GF,Integrins
C004IJ,Tumour suppressor p53/oncoprotein Mdm2
C004IK,Tumour suppressor p53/oncoprotein Mdm2
C004IL,Tumour suppressor p53/oncoprotein Mdm2
C004IM,Tumour suppressor p53/oncoprotein Mdm2
T003SG,Integrins
C004IO,Tumour suppressor p53/oncoprotein Mdm2
C004IP,Tumour suppressor p53/oncoprotein Mdm2
C004IQ,Tumour suppressor p53/oncoprotein Mdm2
C004IR,Tumour suppressor p53/oncoprotein Mdm2
C004IS,Tumour suppressor p53/oncoprotein Mdm2
T003SH,Integrins
C004IT,Tumour suppressor p53/oncoprotein Mdm2
C004IU,Tumour suppressor p53/oncoprotein Mdm2
C004IV,Tumour suppressor p53/oncoprotein Mdm2
C004IW,Tumour suppressor p53/oncoprotein Mdm2
C004IY,Tumour suppressor p53/oncoprotein Mdm2
T003SI,Integrins
C004IZ,Tumour suppressor p53/oncoprotein Mdm2
C004J0,Tumour suppressor p53/oncoprotein Mdm2
C004J1,Tumour suppressor p53/oncoprotein Mdm2
C004J2,Tumour suppressor p53/oncoprotein Mdm2
C004J3,Tumour suppressor p53/oncoprotein Mdm2
C004J4,Tumour suppressor p53/oncoprotein Mdm2
C004J5,Tumour suppressor p53/oncoprotein Mdm2
C004JI,Tumour suppressor p53/oncoprotein Mdm2
C004J6,Tumour suppressor p53/oncoprotein Mdm2
C004J7,Tumour suppressor p53/oncoprotein Mdm2
C004JY,Tumour suppressor p53/oncoprotein Mdm2
C004J8,Tumour suppressor p53/oncoprotein Mdm2
C004J9,Tumour suppressor p53/oncoprotein Mdm2
C004JA,Tumour suppressor p53/oncoprotein Mdm2
T003SJ,Integrins
C004JB,Tumour suppressor p53/oncoprotein Mdm2
C004JC,Tumour suppressor p53/oncoprotein Mdm2
C004JD,Tumour suppressor p53/oncoprotein Mdm2
C004JE,Tumour suppressor p53/oncoprotein Mdm2
C004JF,Tumour suppressor p53/oncoprotein Mdm2
C004JG,Tumour suppressor p53/oncoprotein Mdm2
C004JH,Tumour suppressor p53/oncoprotein Mdm2
C004JJ,Tumour suppressor p53/oncoprotein Mdm2
C004JK,Tumour suppressor p53/oncoprotein Mdm2
C004JL,Tumour suppressor p53/oncoprotein Mdm2
C004JM,Tumour suppressor p53/oncoprotein Mdm2
C004JN,Tumour suppressor p53/oncoprotein Mdm2
C004JO,Tumour suppressor p53/oncoprotein Mdm2
C004JP,Tumour suppressor p53/oncoprotein Mdm2
C004JQ,Tumour suppressor p53/oncoprotein Mdm2
C004JR,Tumour suppressor p53/oncoprotein Mdm2
C004JS,Tumour suppressor p53/oncoprotein Mdm2
C004JT,Tumour suppressor p53/oncoprotein Mdm2
C001K5,Menin/Histone-lysine N-methyltransferase MLL
C004JU,Tumour suppressor p53/oncoprotein Mdm2
C004JV,Tumour suppressor p53/oncoprotein Mdm2
C004JW,Tumour suppressor p53/oncoprotein Mdm2
C004JX,Tumour suppressor p53/oncoprotein Mdm2
C004JZ,Tumour suppressor p53/oncoprotein Mdm2
C004K0,Tumour suppressor p53/oncoprotein Mdm2
C004K1,Tumour suppressor p53/oncoprotein Mdm2
C004K2,Tumour suppressor p53/oncoprotein Mdm2
C004K3,Tumour suppressor p53/oncoprotein Mdm2
C004K4,Tumour suppressor p53/oncoprotein Mdm2
C004K5,Tumour suppressor p53/oncoprotein Mdm2
C004K6,Tumour suppressor p53/oncoprotein Mdm2
C004K7,Tumour suppressor p53/oncoprotein Mdm2
C004K8,Tumour suppressor p53/oncoprotein Mdm2
C004K9,Tumour suppressor p53/oncoprotein Mdm2
C004KA,Tumour suppressor p53/oncoprotein Mdm2
C004KB,Tumour suppressor p53/oncoprotein Mdm2
C004KC,Tumour suppressor p53/oncoprotein Mdm2
C004KD,Tumour suppressor p53/oncoprotein Mdm2
C004KE,Tumour suppressor p53/oncoprotein Mdm2
C004KF,Tumour suppressor p53/oncoprotein Mdm2
C004KG,Tumour suppressor p53/oncoprotein Mdm2
C004KH,Tumour suppressor p53/oncoprotein Mdm2
C004KI,Tumour suppressor p53/oncoprotein Mdm2
C004KJ,Tumour suppressor p53/oncoprotein Mdm2
C004KK,Tumour suppressor p53/oncoprotein Mdm2
C004KL,Tumour suppressor p53/oncoprotein Mdm2
C004KM,Tumour suppressor p53/oncoprotein Mdm2
T003DY,Integrins
C004KN,Tumour suppressor p53/oncoprotein Mdm2
C004KO,Tumour suppressor p53/oncoprotein Mdm2
C004KP,Tumour suppressor p53/oncoprotein Mdm2
C004KQ,Tumour suppressor p53/oncoprotein Mdm2
C004KR,Tumour suppressor p53/oncoprotein Mdm2
C000DQ,Menin/Histone-lysine N-methyltransferase MLL
C004KS,Tumour suppressor p53/oncoprotein Mdm2
C004KT,Tumour suppressor p53/oncoprotein Mdm2
C004KU,Tumour suppressor p53/oncoprotein Mdm2
C004KV,Tumour suppressor p53/oncoprotein Mdm2
C004KW,Tumour suppressor p53/oncoprotein Mdm2
C004KX,Tumour suppressor p53/oncoprotein Mdm2
C004KY,Tumour suppressor p53/oncoprotein Mdm2
C004KZ,Tumour suppressor p53/oncoprotein Mdm2
C004L0,Tumour suppressor p53/oncoprotein Mdm2
C004L1,Tumour suppressor p53/oncoprotein Mdm2
C004L2,Tumour suppressor p53/oncoprotein Mdm2
C004L3,Tumour suppressor p53/oncoprotein Mdm2
C004L4,Tumour suppressor p53/oncoprotein Mdm2
C004L5,Tumour suppressor p53/oncoprotein Mdm2
C004L6,Tumour suppressor p53/oncoprotein Mdm2
C004L7,Tumour suppressor p53/oncoprotein Mdm2
C004L8,Tumour suppressor p53/oncoprotein Mdm2
C004L9,Tumour suppressor p53/oncoprotein Mdm2
C004LA,Tumour suppressor p53/oncoprotein Mdm2
T003EN,Integrins
C004LB,Tumour suppressor p53/oncoprotein Mdm2
C004LC,Tumour suppressor p53/oncoprotein Mdm2
C004LD,Tumour suppressor p53/oncoprotein Mdm2
C004LE,Tumour suppressor p53/oncoprotein Mdm2
C004LF,Tumour suppressor p53/oncoprotein Mdm2
C004LG,Tumour suppressor p53/oncoprotein Mdm2
C004LH,Tumour suppressor p53/oncoprotein Mdm2
C004LI,Tumour suppressor p53/oncoprotein Mdm2
C004LJ,Tumour suppressor p53/oncoprotein Mdm2
C004LK,Tumour suppressor p53/oncoprotein Mdm2
C004LL,Tumour suppressor p53/oncoprotein Mdm2
C004LM,Tumour suppressor p53/oncoprotein Mdm2
C000VU,Menin/Histone-lysine N-methyltransferase MLL
C004LN,Tumour suppressor p53/oncoprotein Mdm2
C004LO,Tumour suppressor p53/oncoprotein Mdm2
C004LP,Tumour suppressor p53/oncoprotein Mdm2
C004LQ,Tumour suppressor p53/oncoprotein Mdm2
C004LR,Tumour suppressor p53/oncoprotein Mdm2
C004LS,Tumour suppressor p53/oncoprotein Mdm2
C004LT,Tumour suppressor p53/oncoprotein Mdm2
C004LU,Tumour suppressor p53/oncoprotein Mdm2
C004LV,Tumour suppressor p53/oncoprotein Mdm2
C004LW,Tumour suppressor p53/oncoprotein Mdm2
C004LX,Tumour suppressor p53/oncoprotein Mdm2
C004LY,Tumour suppressor p53/oncoprotein Mdm2
C004LZ,Tumour suppressor p53/oncoprotein Mdm2
C004M0,Tumour suppressor p53/oncoprotein Mdm2
C004M1,Tumour suppressor p53/oncoprotein Mdm2
C004M2,Tumour suppressor p53/oncoprotein Mdm2
C004M3,Tumour suppressor p53/oncoprotein Mdm2
C004M4,Tumour suppressor p53/oncoprotein Mdm2
C004M5,Tumour suppressor p53/oncoprotein Mdm2
C004M6,Tumour suppressor p53/oncoprotein Mdm2
C004M7,Tumour suppressor p53/oncoprotein Mdm2
C004M8,Tumour suppressor p53/oncoprotein Mdm2
C004M9,Tumour suppressor p53/oncoprotein Mdm2
C004MA,Tumour suppressor p53/oncoprotein Mdm2
C004MB,Tumour suppressor p53/oncoprotein Mdm2
C004MC,Tumour suppressor p53/oncoprotein Mdm2
C004MD,Tumour suppressor p53/oncoprotein Mdm2
C004ME,Tumour suppressor p53/oncoprotein Mdm2
C004MM,Tumour suppressor p53/oncoprotein Mdm2
C004MF,Tumour suppressor p53/oncoprotein Mdm2
C004MG,Tumour suppressor p53/oncoprotein Mdm2
C004MH,Tumour suppressor p53/oncoprotein Mdm2
C004MI,Tumour suppressor p53/oncoprotein Mdm2
C004MJ,Tumour suppressor p53/oncoprotein Mdm2
C004MK,Tumour suppressor p53/oncoprotein Mdm2
C004ML,Tumour suppressor p53/oncoprotein Mdm2
C004MN,Tumour suppressor p53/oncoprotein Mdm2
C004MO,Tumour suppressor p53/oncoprotein Mdm2
C004MP,Tumour suppressor p53/oncoprotein Mdm2
C004MQ,Tumour suppressor p53/oncoprotein Mdm2
